"Word","SUBTLEX.FREQ","BNC.FREQ","Celex.FREQ"
"crewing",1,32,0
"crewman",33,53,5
"crewmen",30,56,17
"crews",157,1052,96
"crib",305,75,19
"cribbage",13,8,0
"cribbed",3,8,0
"cribbing",3,10,0
"cribs",21,10,3
"crick",32,109,9
"cricked",0,5,0
"cricket",98,3306,520
"crickets",61,75,21
"cricks",0,3,0
"cried",651,2986,865
"crier",17,62,10
"criers",0,10,2
"cries",338,914,317
"crikey",10,101,9
"crime",3328,7155,883
"crimed",0,1,0
"crimes",541,1789,291
"crimp",22,40,8
"crimped",4,34,10
"crimping",3,13,0
"crimplene",0,14,5
"crimps",0,8,0
"crimson",32,401,140
"cringe",23,72,16
"cringed",4,58,10
"cringes",0,6,1
"cringing",9,66,20
"crinkle",8,37,5
"crinkled",3,67,20
"crinkles",5,9,2
"crinkling",0,26,6
"crinkly",4,51,14
"crinoid",2,12,1
"crinoids",0,24,4
"cripes",4,17,1
"cripple",183,165,49
"crippled",198,371,115
"cripples",31,33,14
"crippling",33,244,61
"crises",27,584,129
"crisis",805,5903,1052
"crisp",143,798,184
"crisped",0,10,5
"crisper",9,15,6
"crisping",1,8,4
"crisply",1,113,26
"crispness",1,29,3
"crisps",11,385,16
"crispy",90,62,5
"crisscross",5,8,2
"crisscrossed",4,9,5
"critic",188,1156,216
"critics",172,2706,404
"critique",24,896,82
"critiques",7,99,12
"critter",63,4,0
"critters",66,5,0
"croak",51,97,17
"croaked",24,144,15
"croaking",9,63,16
"croaks",16,17,5
"crochet",5,75,10
"crocheted",3,33,10
"crock",98,39,15
"crocked",11,12,0
"crocks",3,31,10
"crocus",3,55,6
"croft",0,254,14
"crofter",0,43,0
"crofters",0,109,4
"crofts",0,91,3
"croissant",38,33,11
"croissants",23,60,16
"crone",11,52,18
"crones",3,4,4
"cronies",17,107,26
"crony",7,23,5
"crook",265,381,92
"crooked",278,348,92
"crooking",1,8,4
"crooks",140,138,23
"croon",12,13,4
"crooned",3,46,15
"crooner",12,21,6
"crooners",4,9,1
"crooning",9,48,15
"croons",0,8,2
"crop",232,1665,467
"cropped",13,255,75
"cropper",1,116,7
"croppers",0,13,2
"cropping",5,170,41
"crops",130,1604,514
"croquet",41,143,31
"croquettes",1,5,7
"crosier",0,5,3
"cross",2080,7556,943
"crossbar",5,85,9
"crossbars",0,7,1
"crossbeams",0,3,0
"crossbones",5,18,7
"crossbow",55,77,2
"crossbows",4,36,1
"crossbred",0,31,0
"crossbreds",1,7,0
"crossbreed",2,8,0
"crossbreeds",0,4,0
"crosscut",3,3,0
"crosse",0,22,4
"crossed",855,3178,775
"crosser",5,9,7
"crosses",169,698,138
"crossing",394,2373,379
"crossings",5,211,33
"crossly",3,250,44
"crossness",1,4,3
"crosspiece",0,5,0
"crossply",0,4,0
"crossroad",8,13,5
"crossroads",97,497,51
"crosstrees",0,3,0
"crosswind",7,24,0
"crosswinds",5,12,1
"crosswise",1,9,4
"crossword",87,218,50
"crosswords",14,40,8
"crotch",128,72,37
"crotches",4,9,3
"crotchet",2,34,2
"crotchets",1,33,2
"crouch",12,214,35
"crouched",11,601,140
"crouches",0,22,9
"crouching",13,244,77
"croup",13,32,21
"croupier",14,23,6
"croupiers",1,5,1
"croups",0,2,0
"croupy",0,6,4
"croutons",5,13,10
"crow",156,340,54
"crowbar",60,54,11
"crowbars",4,7,12
"crowd",1671,4415,882
"crowded",438,1448,485
"crowding",54,180,54
"crowds",169,1348,276
"crowed",6,66,15
"crowfoot",0,17,2
"crowing",14,49,22
"crown",559,5265,436
"crowned",82,511,75
"crowning",55,143,32
"crowns",48,227,28
"crows",112,193,55
"crucial",223,4475,604
"crude",141,1370,367
"crudely",8,238,55
"cruder",4,60,14
"crudest",3,42,19
"crueller",1,12,8
"cruellest",4,45,13
"cruelly",24,258,76
"cruelties",5,33,25
"cruelty",152,776,327
"cruet",1,10,6
"cruets",0,4,2
"cruise",506,951,332
"cruised",9,145,30
"cruiser",128,185,53
"cruisers",34,80,29
"cruises",27,210,18
"cruising",130,426,59
"crumb",64,74,18
"crumble",68,253,37
"crumbled",23,177,50
"crumbles",27,53,15
"crumbling",49,492,101
"crumbly",6,40,14
"crumbs",119,289,77
"crummy",157,31,16
"crumpet",17,31,7
"crumpets",26,35,7
"crumple",7,43,4
"crumpled",26,437,150
"crumples",1,6,0
"crumpling",0,29,11
"crunch",105,373,57
"crunched",8,101,30
"crunches",10,18,2
"crunching",41,137,28
"crunchy",41,97,16
"crusade",152,549,124
"crusades",12,109,32
"cruse",0,30,0
"crush",772,503,141
"crushed",405,1047,215
"crushes",57,39,20
"crushing",128,441,94
"crust",163,664,124
"crusted",10,45,20
"crustier",0,4,0
"crusts",24,74,28
"crusty",40,146,22
"crutch",66,117,50
"crutches",75,121,23
"crux",14,223,33
"cry",3194,3282,890
"crying",2562,1993,624
"crypt",67,354,25
"cryptic",47,187,44
"crypts",5,131,6
"crystal",423,2111,218
"crystals",121,589,87
"cub",38,161,46
"cuba",8,745,322
"cuban",6,458,259
"cubans",3,81,79
"cube",121,383,84
"cubed",8,94,30
"cubes",94,226,75
"cubic",44,437,98
"cubing",3,13,1
"cubist",2,159,25
"cubists",0,63,3
"cubit",2,10,1
"cubits",16,5,3
"cubs",38,212,31
"cuckold",20,18,10
"cuckoo",117,414,19
"cuckoos",10,85,7
"cud",13,72,18
"cuddle",95,184,25
"cuddled",11,94,25
"cuddles",3,57,5
"cuddlier",1,2,0
"cuddly",68,156,32
"cudgel",1,25,4
"cudgelled",0,5,0
"cudgels",1,22,4
"cue",315,459,99
"cues",35,392,22
"cuff",197,199,69
"cuffed",27,49,25
"cuffing",6,14,12
"cuffs",244,204,59
"cuirass",1,10,5
"cuisine",91,436,26
"cull",3,90,16
"culled",5,120,20
"culling",0,79,15
"culls",2,7,5
"culotte",0,5,1
"culottes",2,31,1
"culprit",55,197,48
"culprits",21,151,26
"cult",213,911,161
"cults",32,141,26
"culture",666,8569,1223
"cultured",48,354,39
"cultures",160,1641,232
"culvert",18,53,7
"culverts",5,12,1
"cumber",0,8,0
"cumbered",0,5,0
"cumbrous",0,14,9
"cunning",196,475,213
"cunt",313,223,37
"cunts",39,34,10
"cup",2373,12262,1087
"cupboard",122,1438,270
"cupboards",23,505,83
"cupful",1,19,13
"cupfuls",0,3,6
"cupid",16,78,28
"cupids",1,37,4
"cuppa",5,99,4
"cuppas",0,6,0
"cupped",5,195,50
"cupping",9,90,20
"cups",309,1313,308
"cur",28,32,7
"curate",5,249,38
"curates",0,30,5
"curb",200,557,56
"curbed",1,89,20
"curbing",6,127,17
"curbs",5,127,12
"curd",20,103,47
"curdle",8,58,12
"curdled",3,30,15
"curdles",2,7,2
"curds",4,58,19
"cure",1033,1498,373
"curé",0,0,0
"cured",301,478,165
"cures",64,180,44
"curés",0,0,0
"curfew",208,247,34
"curfews",4,38,1
"curia",1,140,5
"curing",45,116,56
"curious",1265,2205,906
"curl",108,451,77
"curled",44,766,160
"curler",5,12,2
"curlers",17,80,13
"curlew",0,88,6
"curlews",0,33,7
"curlier",0,5,2
"curling",43,388,59
"curls",67,625,114
"curly",104,449,68
"currant",2,74,19
"currants",1,82,23
"current",802,14272,1582
"currents",80,717,114
"curried",3,29,10
"curries",1,35,14
"curry",80,550,71
"curs",5,6,1
"curse",836,529,193
"cursed",337,436,139
"curses",53,159,61
"cursing",84,293,78
"cursive",4,69,0
"curt",7,167,34
"curtail",6,142,20
"curtailed",4,274,35
"curtails",0,10,0
"curtain",376,1397,346
"curtained",3,81,25
"curtains",308,2015,438
"curtly",0,199,50
"curtness",0,10,4
"curtsied",0,23,10
"curtsies",2,7,3
"curtsy",24,41,29
"curve",209,2594,276
"curved",25,1081,150
"curves",66,882,114
"curving",5,335,63
"cushion",109,531,134
"cushioned",4,136,15
"cushions",58,473,129
"cushy",33,26,5
"cusp",14,73,2
"cusps",1,26,1
"cuss",53,17,6
"cussed",8,11,1
"cussing",26,6,6
"custard",51,295,54
"custards",3,12,5
"custom",292,1475,279
"customs",241,2254,372
"cut",9347,17519,3180
"cutback",16,55,11
"cutbacks",40,241,13
"cute",4005,304,54
"cutely",0,8,0
"cuteness",11,7,4
"cuter",94,5,2
"cutest",162,6,2
"cutlass",6,10,5
"cutler",3,79,31
"cutlers",0,18,0
"cutlet",17,12,7
"cutlets",19,36,22
"cutout",15,18,29
"cutouts",8,10,10
"cutpurse",0,10,0
"cuts",541,4101,532
"cutter",92,340,39
"cutters",56,217,20
"cutthroat",30,7,25
"cutting",1042,3945,589
"cuttings",7,505,47
"cuttle",1,9,2
"cycle",271,3248,471
"cycled",7,170,20
"cycles",66,838,114
"cyclic",7,282,14
"cycling",18,849,63
"cyclist",5,235,13
"cyclists",1,518,20
"cyclone",18,95,10
"cyclones",2,16,7
"cyclops",7,37,5
"cygnet",0,13,5
"cygnets",1,15,0
"cymbal",9,20,4
"cymbals",14,51,13
"cynic",49,68,23
"cynics",10,104,11
"cypress",17,183,10
"cyprian",0,10,2
"cypriot",0,132,18
"cypriots",0,54,16
"cyprus",0,704,189
"cyril",0,389,56
"cyst",22,41,2
"cysts",7,54,4
"czar",20,44,20
"czars",4,4,4
"czech",0,756,80
"czechs",0,129,29
"dab",53,156,42
"dabbed",2,136,35
"dabbing",5,53,26
"dabble",29,65,12
"dabbled",12,59,25
"dabbles",2,4,0
"dabbling",13,83,6
"dabs",19,79,21
"dace",0,88,38
"dachas",0,6,0
"dachshund",18,21,5
"dachshunds",3,12,1
"dad",9451,7320,560
"daddies",54,24,4
"daddy",2455,2198,343
"dado",0,49,1
"dads",97,109,7
"daemon",0,68,5
"daemons",0,67,0
"daft",61,682,51
"dafter",0,11,2
"daftest",0,8,3
"daftness",0,9,1
"dagger",235,334,39
"daggers",44,99,19
"dago",25,7,9
"dahl",1,130,9
"dahlia",0,25,4
"dahlias",2,37,15
"dail",1,42,2
"dailies",38,115,22
"daily",573,7629,1466
"daintier",0,3,1
"dainties",4,3,2
"dainty",53,146,32
"dairies",1,87,7
"dairy",106,939,190
"dais",14,126,88
"daisies",68,156,37
"daisy",55,637,531
"dale",13,738,35
"dales",1,389,30
"dalesman",0,25,0
"dalesmen",0,5,0
"dalliance",10,39,6
"dallied",1,29,5
"dally",14,42,20
"dam",227,642,116
"damage",1609,8405,913
"damaged",439,2573,295
"damask",6,82,24
"dame",528,837,140
"dames",189,46,28
"dammed",9,39,10
"damming",1,34,5
"damn",7743,2050,640
"damned",781,978,427
"damnedest",47,26,13
"damning",21,155,28
"damns",5,10,4
"damp",141,1989,497
"damped",0,63,20
"dampen",16,127,24
"dampened",7,140,15
"dampens",2,12,3
"damper",43,95,13
"dampers",5,33,5
"dampest",0,3,1
"damping",7,123,9
"dampish",0,8,4
"damply",0,28,9
"dampness",7,124,11
"damps",0,4,1
"dams",18,189,30
"damsel",40,67,6
"damsels",11,38,7
"damson",1,29,4
"damsons",0,12,8
"dance",6993,4400,830
"danced",468,820,260
"dancer",769,598,111
"dancers",240,824,146
"dances",273,699,154
"dancing",2503,2501,592
"dander",14,10,1
"dandies",9,15,8
"dandle",0,3,4
"dandled",0,5,5
"dandruff",35,62,6
"dandy",147,160,50
"dane",0,383,36
"danes",0,280,59
"danger",2051,6018,1319
"dangers",125,1621,376
"dangle",53,64,16
"dangled",8,139,45
"dangles",7,20,5
"dangling",61,370,109
"danish",6,880,180
"dank",18,142,30
"danker",0,4,0
"dankness",0,4,0
"dapper",21,76,34
"dapple",0,4,4
"dappled",1,114,29
"dapples",0,2,1
"dappling",0,19,3
"dare",2717,2153,496
"dared",225,932,280
"dares",118,98,35
"daresay",24,174,42
"daring",191,715,196
"dark",4110,13489,3331
"darken",20,104,20
"darkened",40,561,135
"darkens",4,18,4
"darker",131,746,170
"darkest",140,182,43
"darkly",7,269,55
"darkness",779,3408,969
"darkroom",42,61,18
"darkrooms",0,4,0
"darky",4,5,15
"darling",5095,2620,791
"darlings",103,68,24
"darn",513,78,18
"darned",97,62,30
"darning",5,39,11
"darns",0,2,2
"dart",91,350,52
"dartboard",6,20,4
"darted",2,297,65
"darting",9,182,63
"dartmoor",0,200,14
"darts",96,369,61
"dash",250,758,154
"dashboard",49,180,37
"dashboards",2,3,2
"dashed",42,632,122
"dashes",10,90,13
"dashing",100,289,98
"data",1045,18217,840
"date",7068,16255,1072
"dated",588,1645,157
"dateless",18,4,8
"dateline",1,41,7
"dates",906,2694,250
"dating",1612,1361,129
"dative",0,4,1
"datum",0,59,5
"daub",4,33,5
"daubed",0,88,5
"daubing",1,11,5
"daubs",2,9,2
"daughter",8576,9443,1797
"daughters",474,2080,508
"daunt",2,28,0
"daunted",4,77,15
"daunting",15,478,55
"dauntless",5,159,8
"daunts",2,1,0
"dauphin",16,62,3
"davit",0,3,1
"davits",1,7,5
"dawdle",30,24,12
"dawdled",1,31,10
"dawdles",0,4,2
"dawn",818,2438,591
"dawned",54,312,65
"dawning",38,146,27
"dawns",25,70,9
"day",38926,62256,13729
"daybreak",61,46,26
"daydream",45,58,35
"daydreamed",3,7,5
"daydreams",23,37,26
"daylight",451,1020,295
"dayroom",0,12,0
"days",15338,33071,6999
"daytime",175,540,124
"daze",22,113,40
"dazed",32,242,120
"dazzle",43,119,41
"dazzled",27,162,65
"dazzles",8,10,0
"deacon",17,269,22
"deacons",7,76,4
"dead",21564,12494,3289
"deaden",8,18,8
"deadened",4,25,15
"deadens",2,4,0
"deadlier",12,8,6
"deadline",285,931,59
"deadlines",30,185,13
"deadlock",3,271,19
"deadlocks",0,10,0
"deadly",461,835,235
"deadpan",4,60,9
"deadweight",4,65,4
"deadwood",9,37,5
"deaf",710,2653,183
"deafen",2,12,0
"deafened",3,79,20
"deafer",1,5,1
"deafness",13,176,37
"deal",12637,14442,3153
"dealer",745,1794,141
"dealers",264,1752,132
"dealing",1415,5795,653
"dealings",92,893,94
"deals",495,2480,221
"dealt",376,3500,405
"dean",177,2006,218
"deans",1,108,9
"dear",9363,8909,2173
"dearer",13,125,24
"dearest",268,349,92
"dearies",0,4,0
"dearly",152,366,61
"dears",80,73,13
"dearth",5,119,16
"deary",18,14,18
"death",9811,20526,4008
"deathbed",65,80,32
"deathbeds",2,2,3
"deathless",0,16,8
"deathlike",0,5,0
"deathly",26,101,22
"deaths",384,2456,276
"deathwatch",3,6,1
"deb",18,44,3
"debase",6,21,12
"debased",10,66,25
"debate",467,7344,742
"debates",25,1197,108
"debauch",2,10,5
"debauched",6,25,10
"debit",8,268,46
"debits",2,68,4
"debouched",0,6,0
"debrief",53,16,0
"debriefed",24,13,0
"debris",150,779,148
"debs",6,28,1
"debt",720,5415,453
"debtor",10,882,17
"debtors",17,380,22
"debts",307,1874,133
"debug",8,18,0
"debugged",1,5,0
"debunk",6,14,0
"debunked",3,7,0
"debunks",0,3,0
"debut",131,1584,54
"debuted",3,17,0
"debuts",4,75,4
"decade",243,3725,917
"decades",194,2473,477
"decamp",1,11,4
"decamped",1,36,5
"decamps",0,3,1
"decant",0,15,8
"decay",98,1042,198
"decayed",10,145,35
"decays",4,80,12
"decease",2,11,3
"deceased",299,789,41
"deceit",91,215,55
"deceits",5,21,3
"deceive",170,249,100
"deceived",149,308,95
"deceives",7,24,7
"decent",1374,1855,478
"decide",2528,6684,1136
"decides",400,888,182
"deck",1103,1426,344
"deckchair",0,39,4
"deckchairs",0,40,4
"decked",30,105,25
"deckhand",9,6,5
"deckhands",2,5,1
"decking",4,32,0
"deckle",0,5,0
"decks",128,241,29
"declaim",1,15,4
"declaimed",0,34,5
"declaims",0,3,2
"declare",373,951,196
"declared",326,4495,680
"declares",32,353,52
"decline",141,4708,661
"declined",77,2049,275
"declines",13,306,58
"decode",52,75,12
"decodes",0,17,2
"décor",10,0,0
"decoy",144,78,17
"decoyed",4,2,0
"decoys",18,28,14
"decrease",54,1204,141
"decreased",26,779,55
"decree",88,894,46
"decreed",26,294,55
"decrees",17,285,23
"decried",0,35,5
"decries",0,9,1
"decry",0,30,16
"deduce",27,234,52
"deduced",20,308,45
"deduct",53,160,24
"deducts",1,11,0
"deed",444,663,92
"deeds",263,619,88
"deem",29,118,16
"deemed",69,1420,75
"deeming",2,21,5
"deems",9,88,9
"deep",3285,10700,2413
"deepen",11,174,28
"deepened",3,325,50
"deepens",8,74,11
"deeper",571,2015,495
"deepest",239,498,147
"deeply",700,3741,945
"deer",383,930,210
"deerskin",1,11,3
"deface",5,16,4
"defaced",17,58,10
"defame",1,10,4
"defamed",8,17,5
"defames",1,4,0
"default",49,1021,43
"defaults",4,98,1
"defeat",556,3638,490
"defeats",47,439,59
"defect",122,757,80
"defects",60,888,134
"defence",358,11653,1843
"defend",928,2070,452
"defends",48,192,21
"defer",30,212,28
"deferred",12,610,45
"defers",0,14,2
"defied",52,275,65
"defies",43,107,25
"defile",16,39,14
"defiled",19,37,20
"defiles",2,9,6
"define",231,2436,332
"defined",87,5898,500
"defines",45,641,67
"deflate",12,61,8
"deflates",1,5,2
"deflect",27,174,28
"deflects",1,20,4
"deform",6,27,8
"deformed",60,209,83
"deforms",0,10,4
"defraud",19,109,4
"defray",4,44,4
"defrayed",1,6,0
"defrocked",12,5,0
"defrost",20,56,8
"deft",16,124,34
"deftly",8,161,46
"deftness",1,20,9
"defunct",15,162,23
"defuse",36,156,24
"defused",8,79,10
"defy",148,313,80
"degrade",33,76,24
"degrades",12,42,8
"degree",745,9972,1877
"degrees",911,3102,672
"dehorned",1,3,0
"deign",15,22,12
"deigned",3,40,5
"deigning",1,6,5
"deigns",7,5,1
"deists",0,6,0
"delay",520,3222,409
"delayed",259,1735,215
"delays",83,1097,95
"delete",66,440,12
"deletes",0,37,1
"delf",0,6,0
"delft",2,59,8
"delight",245,2003,474
"delights",36,413,105
"dell",35,355,29
"dells",0,11,3
"delphi",0,127,15
"delphic",0,36,6
"delta",71,685,88
"deltas",1,48,5
"delude",21,45,20
"deluge",19,124,31
"deluged",5,34,10
"delve",14,97,12
"delved",1,58,5
"delves",1,31,2
"delving",8,71,9
"demand",841,10990,1636
"demands",492,5793,1028
"démarche",0,0,0
"demean",18,22,8
"demeaned",6,9,10
"demeans",6,5,2
"dement",1,19,0
"demesne",0,119,6
"demesnes",0,20,0
"demise",87,694,77
"demo",158,232,20
"demob",0,27,2
"demobbed",0,31,0
"demon",1437,300,114
"demons",612,313,137
"demos",15,104,11
"demote",2,14,4
"demur",1,59,9
"demure",19,85,29
"demurred",2,74,20
"demurs",1,9,3
"den",258,486,162
"denied",535,3753,490
"denies",94,784,87
"denim",26,240,50
"denims",5,54,14
"denote",4,275,28
"denotes",8,234,19
"denounce",41,149,40
"denounced",29,550,110
"dens",15,60,17
"dense",102,928,235
"densely",7,253,43
"denseness",1,5,0
"denser",8,106,32
"densest",3,28,13
"dent",131,348,18
"dental",286,617,82
"dented",38,154,30
"denting",7,21,0
"dentist",555,568,115
"dentists",45,295,50
"dents",26,41,12
"denture",8,8,8
"dentures",30,64,24
"denude",0,3,0
"deny",1035,2265,436
"depart",104,449,112
"departs",18,130,18
"depend",496,3496,572
"depends",1138,4981,0
"depict",27,230,32
"depicts",9,206,22
"deplete",7,42,16
"depletes",1,3,3
"deplore",12,96,40
"deplored",0,190,55
"deplores",2,41,12
"deploy",100,221,48
"deployed",88,604,135
"deploys",2,30,2
"deport",37,40,16
"depose",18,46,4
"deposed",29,223,15
"depot",116,693,63
"depots",11,142,12
"deprave",3,32,4
"depraved",62,74,35
"depress",35,147,32
"depressed",790,1637,359
"deprive",65,339,0
"deprived",98,1146,306
"depth",382,3047,472
"depths",154,1093,257
"depute",1,85,0
"deputes",0,3,0
"derail",26,17,4
"derailed",29,46,5
"derange",0,4,8
"deranged",108,103,35
"derbies",2,25,4
"derby",53,1572,111
"deride",5,25,4
"derides",0,8,1
"derive",34,934,0
"derived",50,3435,0
"derives",14,622,0
"derrick",6,92,21
"derricks",1,5,3
"dervish",13,31,8
"descale",0,3,4
"descant",1,12,4
"descants",0,3,0
"descend",90,433,112
"descends",35,168,43
"descent",129,1069,178
"descents",2,39,3
"describe",769,4309,672
"described",460,14838,1705
"describes",81,2645,289
"descried",0,7,5
"desert",1230,2170,694
"deserts",44,316,79
"deserve",2221,1295,208
"deserved",512,1015,161
"deserves",800,924,127
"design",780,12939,1435
"designed",860,10073,1235
"designs",154,2813,277
"desist",39,97,16
"desists",0,4,2
"desk",2204,4515,1473
"desks",51,358,160
"deskwork",0,5,0
"despair",268,1495,509
"despaired",0,72,25
"despairs",2,11,8
"despise",229,221,92
"despised",61,422,140
"despite",410,14592,1787
"despoil",2,9,4
"despoiled",0,24,5
"despond",0,10,4
"despot",9,53,15
"despots",3,23,6
"dessert",679,310,80
"desserts",63,137,26
"destined",206,806,131
"destroy",2200,2024,756
"destroyed",1546,3178,790
"destroys",125,244,78
"destruct",20,5,0
"detach",30,157,24
"detached",76,1017,207
"detail",929,6223,896
"detailed",195,6481,542
"details",1386,11797,1038
"detain",83,155,28
"detained",122,741,55
"detect",258,1334,208
"detects",17,110,10
"détente",12,0,0
"deter",20,545,120
"deterred",12,247,45
"deters",0,38,6
"detest",72,107,40
"detests",6,11,11
"dethrone",5,6,0
"dethroned",4,30,0
"detour",104,208,30
"detoured",3,4,0
"detours",12,44,8
"detract",7,207,0
"detracts",0,40,0
"detrained",1,3,0
"deuce",82,66,7
"deuces",25,2,0
"deutschmark",1,135,0
"deutschmarks",1,66,0
"deviance",3,406,131
"deviant",53,395,100
"deviants",9,57,29
"device",922,2881,539
"devil",1700,1732,464
"devilled",5,12,0
"devils",201,276,70
"devious",81,320,55
"devise",31,579,104
"devised",75,1341,195
"devoid",33,409,80
"devote",96,606,0
"devotes",11,97,0
"devout",36,219,65
"dew",57,280,93
"dewdrop",6,8,1
"dewdrops",7,12,1
"dewlap",1,6,1
"dewy",11,30,10
"dextrose",11,33,3
"dextrous",0,10,3
"dhoti",0,6,5
"dial",359,446,76
"dialled",19,255,85
"dials",41,104,39
"dib",31,13,0
"dibbed",0,0,0
"dibber",1,6,5
"dibble",0,53,1
"dibs",67,2,0
"dice",507,414,42
"diced",21,83,10
"dicey",29,253,2
"dicing",10,23,1
"dick",1543,1484,285
"dickens",38,679,115
"dicker",5,11,0
"dickies",1,4,4
"dicks",190,116,7
"dicky",6,63,14
"dicta",0,104,6
"dictate",85,452,74
"dictates",42,299,61
"diction",23,108,18
"dictum",1,172,27
"dictums",0,5,0
"did",88757,143429,20948
"diddle",42,75,4
"diddled",5,7,0
"die",12885,5552,1440
"died",7900,13974,2255
"diehard",2,43,15
"diehards",0,34,10
"dies",1248,1105,217
"diesel",75,1297,129
"diesels",10,135,11
"diet",654,4186,985
"diets",29,512,66
"differ",123,1821,188
"differed",11,526,70
"difference",4045,11336,1801
"different",10327,48374,7170
"differs",19,786,75
"diffract",0,5,0
"diffuse",43,340,32
"diffused",12,153,30
"dig",1865,1094,301
"digest",85,475,72
"digests",3,53,8
"digger",55,128,7
"diggers",19,88,13
"digging",633,964,234
"diggings",15,9,1
"digit",29,204,19
"digits",94,311,46
"digraph",0,11,0
"digraphs",0,9,0
"digress",11,49,12
"digressed",0,12,5
"digs",148,233,76
"dike",21,16,25
"diked",0,2,0
"dikes",8,29,23
"dilate",12,28,4
"dilates",2,6,1
"dildo",55,27,4
"dildos",9,11,1
"dill",26,101,7
"dilute",16,274,39
"dilutes",4,11,1
"dim",154,808,280
"dime",604,39,66
"dimes",84,9,16
"dimly",11,290,134
"dimmed",13,130,35
"dimmer",16,73,12
"dimmest",3,12,8
"dimming",7,37,12
"dimness",0,77,19
"dimple",18,38,12
"dimpled",9,44,15
"dimples",42,32,13
"dimpling",0,9,5
"dims",1,7,5
"dimwit",33,4,1
"dimwits",5,4,0
"din",15,249,74
"dinar",18,94,1
"dinars",34,109,1
"dine",209,264,72
"dined",45,198,65
"diner",556,82,31
"diners",23,146,47
"dines",9,34,10
"dinghies",1,107,11
"dinghy",29,341,40
"dingle",8,56,6
"dingles",0,4,0
"dingo",13,15,3
"dingoes",5,3,0
"dingy",26,149,56
"dining",578,1746,416
"dinkum",1,3,2
"dinky",27,58,1
