"Word","SUBTLEX.FREQ","BNC.FREQ","Celex.FREQ"
"smoulders",0,6,7
"smudge",50,95,27
"smudged",24,84,25
"smudges",22,45,8
"smudging",3,15,4
"smudgy",0,15,8
"smug",116,280,44
"smuggle",102,90,24
"smuggled",75,237,45
"smuggler",55,49,9
"smugglers",44,157,20
"smuggling",141,360,55
"smugly",4,116,28
"smugness",9,48,18
"smut",68,28,12
"smuts",0,30,3
"smutty",10,24,6
"snack",427,346,58
"snacked",3,2,0
"snacking",18,12,0
"snacks",156,387,43
"snaffle",1,17,4
"snaffled",0,10,0
"snaffles",1,3,1
"snag",87,223,47
"snagged",54,47,10
"snagging",3,20,0
"snags",10,93,29
"snail",82,294,46
"snails",79,249,34
"snake",834,754,263
"snakebite",15,14,5
"snaked",12,83,15
"snakes",440,481,164
"snaking",5,76,12
"snaky",2,9,2
"snap",669,782,155
"snapped",239,1916,305
"snapper",27,64,2
"snappers",7,17,2
"snappier",2,4,2
"snapping",75,275,87
"snappish",9,3,1
"snappy",138,103,13
"snaps",112,222,41
"snapshot",49,157,33
"snapshots",45,109,20
"snare",35,96,23
"snared",6,41,10
"snares",9,61,21
"snaring",2,11,5
"snarl",24,119,28
"snarled",6,303,60
"snarling",40,137,48
"snarls",15,36,11
"snatch",180,328,106
"snatched",146,724,170
"snatcher",19,12,7
"snatchers",10,7,1
"snatches",10,127,36
"snatching",39,201,46
"snazzy",27,30,3
"sneak",810,274,59
"sneaked",74,136,35
"sneaker",30,7,3
"sneakers",225,44,31
"sneaking",353,130,33
"sneaks",63,24,1
"sneaky",183,80,23
"sneer",33,190,48
"sneered",11,200,35
"sneering",7,98,27
"sneers",3,27,16
"sneeze",141,100,23
"sneezed",64,44,25
"sneezes",34,27,10
"sneezing",53,74,12
"snick",1,7,2
"snicked",1,5,5
"snicker",13,5,3
"snickered",1,10,10
"snickers",18,6,3
"snicking",0,3,0
"snicks",0,1,0
"snide",27,61,9
"snideness",0,2,0
"sniff",159,315,58
"sniffed",38,527,110
"sniffer",17,49,3
"sniffers",7,19,2
"sniffing",148,361,79
"sniffle",13,15,1
"sniffled",1,8,5
"sniffles",22,10,4
"sniffs",45,54,8
"sniffy",4,41,1
"snifter",16,10,7
"snifters",0,3,1
"snigger",1,55,17
"sniggered",1,50,20
"sniggers",11,24,6
"snip",85,161,16
"snipe",18,98,12
"sniped",2,11,0
"sniper",184,129,21
"snipers",90,67,9
"snipes",1,13,0
"sniping",13,66,21
"snipped",6,48,10
"snippet",5,34,2
"snippets",2,92,13
"snipping",3,29,13
"snips",5,24,1
"snitch",142,5,0
"snitched",37,4,0
"snitching",22,2,0
"snivel",4,3,4
"snivelled",0,6,0
"snob",103,125,41
"snobbish",14,62,28
"snobby",12,26,3
"snobs",23,36,6
"snog",5,33,1
"snogged",1,8,0
"snogging",4,28,3
"snogs",0,1,0
"snood",2,5,10
"snoods",0,5,3
"snook",0,33,3
"snooker",12,487,59
"snookered",3,7,0
"snoop",72,22,4
"snooped",7,5,0
"snooper",3,8,2
"snoopers",3,14,2
"snooping",147,63,9
"snoops",4,5,0
"snoot",10,7,0
"snoots",3,0,0
"snooty",28,41,16
"snooze",45,53,12
"snoozed",0,10,5
"snoozes",0,5,1
"snoozing",12,22,4
"snore",81,95,18
"snored",12,41,10
"snorer",1,5,0
"snorers",1,11,1
"snores",40,50,10
"snoring",123,196,51
"snorkel",27,21,4
"snorkels",1,8,3
"snort",55,156,39
"snorted",18,312,50
"snorter",0,6,1
"snorting",39,98,27
"snorts",37,39,7
"snot",99,37,11
"snotty",58,35,14
"snout",39,136,46
"snouts",6,28,4
"snow",1255,3536,1055
"snowball",48,122,14
"snowballed",11,20,5
"snowballs",16,36,4
"snowbound",7,15,6
"snowdrift",9,12,2
"snowdrifts",3,11,13
"snowdrop",0,17,1
"snowdrops",0,97,5
"snowed",59,77,15
"snowfall",17,43,8
"snowfalls",1,21,2
"snowfield",0,6,1
"snowfields",0,17,11
"snowflake",29,32,5
"snowflakes",27,54,24
"snowing",150,104,38
"snowline",0,6,3
"snowman",61,77,7
"snowmen",4,11,0
"snowplough",0,5,1
"snows",60,98,68
"snowshoe",2,6,0
"snowstorm",44,54,18
"snowstorms",2,12,5
"snowy",41,220,41
"snub",18,165,25
"snubbed",17,82,20
"snubbing",4,23,4
"snubs",2,28,5
"snuff",82,146,26
"snuffed",25,75,25
"snuffer",0,4,1
"snuffing",1,16,10
"snuffle",0,13,1
"snuffled",0,26,5
"snuffles",2,12,1
"snuffling",1,47,9
"snuffs",5,5,2
"snug",60,178,49
"snugged",0,3,5
"snuggle",56,33,8
"snuggled",14,90,20
"snuggles",5,9,1
"snuggling",14,37,9
"snugly",6,92,40
"snugness",0,6,2
"snugs",0,2,1
"so",128430,212158,53887
"soak",157,364,122
"soaked",154,548,187
"soaking",125,364,94
"soaks",10,37,11
"soap",693,1351,367
"soapbox",24,44,6
"soaped",4,18,5
"soaping",7,15,5
"soaps",50,177,8
"soapstone",2,13,2
"soapsuds",0,4,8
"soapy",15,144,33
"soar",74,228,28
"soared",23,469,55
"soaring",43,483,85
"soars",23,66,12
"sob",57,238,49
"sobbed",11,246,50
"sobbing",198,349,117
"sober",481,623,196
"sobered",21,80,10
"sobers",14,29,9
"sobs",85,194,78
"soccer",565,1324,67
"social",1422,42269,7192
"socials",3,17,4
"sock",383,240,53
"socked",27,7,5
"socket",80,601,87
"sockets",39,358,57
"socking",5,3,4
"socks",864,991,283
"sod",65,494,70
"soda",898,366,148
"sodas",53,10,8
"sodden",6,203,46
"sodding",20,74,23
"sodium",87,914,55
"sods",7,79,22
"sofa",287,1022,361
"sofas",14,146,37
"soft",1463,6146,1393
"softball",112,12,8
"soften",73,354,68
"softened",31,455,65
"softener",23,32,6
"softeners",0,11,4
"softens",8,61,8
"softer",80,444,66
"softest",19,42,5
"softies",5,15,6
"softish",0,4,1
"softly",201,2474,440
"softness",24,264,52
"software",363,9405,126
"softwood",1,58,5
"softwoods",0,3,7
"softy",18,23,7
"soggy",45,178,50
"soil",383,4193,790
"soiled",44,195,65
"soiling",11,84,7
"soils",7,731,95
"soiree",36,29,4
"soirees",5,9,4
"sojourn",12,100,20
"sojourned",0,3,0
"sojourns",0,11,2
"sol",6,222,11
"solace",65,159,50
"solaced",0,6,0
"solar",196,1323,588
"sold",2365,8486,1020
"solder",1,109,6
"soldered",3,68,5
"solders",3,16,2
"soldier",1823,1812,468
"soldiered",3,25,5
"soldiers",1250,3571,1028
"sole",250,2432,320
"soled",0,13,0
"solely",88,1663,254
"solemn",108,474,202
"soles",46,236,84
"solid",865,3663,821
"solids",20,327,53
"solo",371,1218,72
"soloed",3,13,0
"solos",19,176,9
"sols",0,1,0
"solstice",12,44,3
"solve",964,1935,428
"solved",501,1175,345
"solvent",25,655,41
"solvents",9,289,27
"solver",14,51,2
"solvers",2,11,2
"solves",66,126,31
"solving",101,846,134
"sombre",7,406,91
"some",79714,171368,34232
"someday",1204,71,66
"somehow",1757,4483,1354
"someone",18537,18681,3755
"someplace",1495,19,34
"something",69678,52452,12776
"sometime",1557,707,169
"sometimes",4952,20518,5226
"somewhat",422,4684,1134
"somewhere",5142,7026,1747
"son",18329,13103,2858
"sonar",113,166,31
"song",4447,3996,587
"songbird",10,15,0
"songbirds",8,10,1
"songbook",3,13,9
"songbooks",0,3,0
"songs",1088,2853,310
"songster",2,3,1
"songsters",1,16,0
"songstress",3,7,1
"sonic",48,225,18
"sonnet",33,205,19
"sonnets",20,179,14
"sonny",216,271,428
"sons",803,3487,831
"soon",11958,15905,5116
"sooner",1637,1810,532
"soonest",11,36,12
"soot",44,196,34
"sooted",0,2,0
"soothe",61,190,56
"soothed",4,164,55
"soothes",24,35,5
"soothing",107,408,104
"soots",0,0,0
"sooty",5,175,37
"sop",5,47,7
"sophist",0,7,8
"sophists",0,2,20
"sopped",3,3,0
"sopping",10,24,4
"soppy",6,49,21
"sops",1,10,1
"sorbet",13,33,2
"sorbets",2,10,2
"sordid",123,200,73
"sore",726,899,256
"sorely",42,180,46
"soreness",5,57,12
"sorer",3,4,1
"sores",40,137,40
"sorghum",7,45,45
"sorrel",19,133,17
"sorrels",0,3,0
"sorrier",25,18,4
"sorrow",314,570,178
"sorrows",69,119,29
"sorry",43411,11435,2122
"sort",6943,21519,5883
"sorted",102,1274,130
"sorter",6,12,3
"sorters",0,20,3
"sortie",4,111,11
"sorties",8,128,11
"sorting",69,764,103
"sorts",488,3016,662
"sot",13,22,3
"sots",7,2,0
"sottish",0,5,0
"sou",21,19,7
"soubrette",2,5,1
"soufflé",46,0,0
"soufflés",5,0,0
"sough",0,13,1
"soughed",0,4,0
"soughing",0,12,7
"soughs",0,1,0
"sought",236,5399,660
"soul",3768,3026,731
"soulful",22,40,10
"soulless",28,60,14
"souls",716,807,256
"sound",6839,14542,2989
"sounded",859,3023,740
"sounder",6,57,14
"soundest",1,17,6
"sounding",182,719,133
"soundings",6,75,13
"soundless",0,53,16
"soundly",35,184,53
"soundness",2,92,15
"soundproof",38,11,12
"soundproofed",10,18,5
"sounds",5117,5983,1228
"soundtrack",45,185,12
"soundtracks",3,32,1
"soup",1189,1353,362
"soupçon",4,0,0
"sour",269,666,203
"source",1131,9088,1376
"sources",379,6659,918
"soured",10,126,15
"sours",8,10,4
"souse",10,1,0
"soused",15,13,1
"soutane",0,13,1
"south",1411,23172,3512
"southbound",34,84,4
"southeast",94,382,41
"southern",199,5513,789
"southpaw",22,11,0
"southward",13,95,39
"southwards",1,189,25
"southwest",110,169,55
"sovereign",102,1098,88
"sovereigns",17,106,11
"soviet",3,11587,2543
"sow",84,327,133
"sowed",7,46,15
"sower",0,23,5
"sowers",0,5,0
"sowing",8,195,55
"sown",17,336,70
"sows",6,107,42
"soy",99,110,39
"soya",7,124,104
"soybean",22,13,20
"soybeans",14,7,15
"sozzled",0,6,3
"spa",213,525,31
"space",3073,12654,2259
"spacecraft",109,161,30
"spaced",43,349,60
"spaces",134,1500,151
"spaceship",184,182,31
"spaceships",22,34,13
"spacesuit",6,31,10
"spacesuits",7,7,3
"spacing",23,286,16
"spacious",51,658,80
"spade",55,310,51
"spadeful",0,3,1
"spades",118,171,33
"spadework",3,11,4
"spading",1,3,0
"spain",4,4472,558
"spake",11,26,12
"spam",16,65,3
"span",95,732,121
"spangle",4,8,2
"spangled",4,41,20
"spangles",10,17,3
"spaniard",1,143,11
"spaniards",1,221,74
"spaniel",38,101,20
"spaniels",3,35,9
"spanish",31,3541,632
"spank",142,19,26
"spanked",75,15,15
"spanking",88,80,24
"spankings",11,2,6
"spanks",4,3,1
"spanned",5,147,25
"spanner",5,167,13
"spanners",2,58,8
"spanning",10,279,21
"spans",19,205,19
"spar",32,186,12
"spare",1314,2972,634
"spared",161,516,145
"sparely",0,2,1
"spareness",1,4,3
"sparer",0,4,1
"spares",21,215,30
"sparing",22,88,20
"spark",286,585,99
"sparked",32,492,35
"sparking",18,69,11
"sparkle",60,293,29
"sparkled",2,182,35
"sparkler",1,21,4
"sparklers",17,23,8
"sparkles",37,33,7
"sparkling",83,783,103
"sparks",94,466,100
"sparky",4,38,0
"sparred",2,9,0
"sparring",43,126,16
"sparrow",54,191,47
"sparrows",21,103,32
"spars",2,80,4
"sparse",9,345,59
"sparsely",7,143,27
"sparseness",0,6,5
"sparser",1,13,3
"sparta",0,238,4
"spartan",4,241,16
"spartans",0,121,7
"spas",10,49,5
"spasm",52,191,58
"spasms",32,105,36
"spastic",29,55,10
"spastics",0,57,1
"spat",75,547,125
"spate",10,331,58
"spatial",26,1231,40
"spats",17,33,8
"spatter",52,26,12
"spattered",10,90,35
"spawn",68,190,24
"spawned",26,207,35
"spawning",25,242,32
"spawns",2,17,3
"spay",6,3,0
"spayed",8,19,10
"spaying",2,17,14
"spays",0,0,0
"speak",8646,9430,2292
"speaker",279,8687,308
"speakers",97,2197,189
"speaking",2507,5908,1274
"speaks",901,1439,271
"spear",173,340,153
"speared",4,62,10
"spearhead",17,99,62
"spearheads",2,26,2
"spearing",4,30,9
"spearmint",3,9,7
"spears",53,247,76
"spec",39,112,8
"special",6616,22119,3501
"specials",102,248,15
"specie",3,27,2
"species",677,9597,1574
"specious",11,58,19
"speck",58,115,53
"specked",0,4,3
"speckle",0,5,0
"speckled",13,144,37
"speckles",3,10,1
"specks",12,77,27
"specs",88,110,27
"spectra",6,344,16
"spectral",27,203,37
"spectre",7,247,37
"spectres",2,39,12
"spectrum",102,1623,149
"sped",32,321,85
"speech",1823,7832,1356
"speeches",275,1032,314
"speechless",83,215,58
"speed",1824,7741,1331
"speedboat",25,68,7
"speedboats",2,17,4
"speeded",9,163,40
"speedier",0,52,9
"speeding",229,488,92
"speedo",4,24,1
"speeds",72,1043,198
"speedway",9,132,1
"speedwell",0,36,4
"speedy",62,520,38
"spell",1798,2297,385
"spellbound",7,95,20
"spelled",168,260,65
"speller",17,45,1
"spellers",15,19,7
"spelling",225,1087,173
"spellings",2,150,8
"spells",283,638,116
"spelt",12,444,70
"spend",4617,7502,1564
"spender",37,133,5
"spenders",12,67,15
"spending",1213,6644,827
"spends",284,756,165
"spendthrift",3,35,8
"spendthrifts",2,6,1
"spent",3472,11784,2531
"sperm",300,436,88
"sperms",3,39,4
"spew",22,42,8
"spewed",11,51,15
"spewing",18,42,14
"spews",2,6,4
"sphagnum",0,37,12
"sphere",74,1249,250
"spheres",20,535,115
"spheroid",0,9,1
"spheroids",1,2,0
"sphincter",39,346,17
"sphincters",2,6,3
"sphinx",18,89,15
"sphinxes",1,8,1
"spice",181,370,49
"spiced",13,138,35
"spices",106,302,80
"spicier",4,6,4
"spicing",9,4,4
"spicy",150,207,30
"spider",346,671,73
"spiders",200,365,53
"spied",35,111,15
"spiel",21,41,9
"spieled",0,0,0
"spiels",0,3,1
"spies",208,365,97
"spigot",14,16,6
"spike",123,381,38
"spiked",65,150,30
"spikes",63,288,80
"spiking",25,28,1
"spiky",10,177,32
"spill",353,503,79
"spilled",315,460,105
"spilling",101,330,79
"spills",40,236,25
"spillway",10,6,1
"spilt",41,228,50
"spin",631,926,141
"spinach",113,199,74
"spinal",177,419,55
"spindle",12,109,23
"spindles",0,52,5
"spindly",14,82,30
"spindrift",0,16,11
"spine",288,981,204
"spineless",40,40,15
"spines",16,484,38
"spinet",2,7,3
"spinets",0,8,0
"spinner",21,210,34
"spinners",7,207,31
"spinney",0,30,27
"spinneys",4,11,4
"spinning",339,860,185
"spins",91,148,26
"spinster",46,146,50
"spinsters",7,36,29
"spiny",3,86,19
"spiral",71,693,140
"spiralled",0,60,15
"spirals",6,101,27
"spire",5,233,95
"spires",5,201,37
"spirit",2210,6490,1232
"spirits",769,1912,461
"spirt",1,0,0
"spirts",0,0,0
"spit",803,475,104
"spite",382,224,885
"spiteful",36,133,36
"spites",0,1,2
"spits",56,104,17
"spitted",0,6,5
"spitting",188,340,74
"spittle",11,82,29
"spittoon",20,5,2
"spittoons",8,5,4
"spiv",0,13,1
"spivs",0,15,0
"spivvy",0,8,0
"splash",179,540,99
"splashed",30,357,85
"splashes",21,129,33
"splashing",49,289,60
"splashy",8,11,5
"splat",29,35,2
"splatter",43,32,4
"splattered",46,74,20
"splatters",2,4,0
"splay",3,22,4
"splayed",2,117,15
"splaying",0,15,4
"splays",0,6,0
"spleen",113,150,24
"spleens",2,6,1
"splendid",353,1698,504
"splendour",12,365,143
"splice",17,63,4
"spliced",15,66,5
"splicer",1,2,0
"splices",4,17,0
"splicing",12,88,1
"splint",43,29,12
"splinter",63,145,29
"splintered",12,120,35
"splinters",39,132,37
"splints",14,39,7
"split",1794,3961,674
"splits",77,280,59
"splitting",188,608,87
"splodge",0,15,2
"splodged",0,3,0
"splodges",0,14,1
"splotch",4,4,2
"splurge",17,32,7
"splurged",9,2,5
"splutter",1,44,10
"spluttered",1,136,20
"splutters",11,27,0
"spode",1,13,4
"spoil",574,645,178
"spoilage",0,11,7
"spoiled",413,428,160
"spoiler",6,32,5
"spoilers",5,12,1
"spoiling",77,219,64
"spoils",89,223,49
"spoilsport",6,23,5
"spoilsports",2,4,1
"spoilt",24,375,105
"spoke",1945,7023,2060
"spoken",949,3669,746
"spokes",12,147,20
"spokeshave",0,10,0
"spokeshaves",0,4,0
"spokesman",58,3965,214
"spokesmen",8,268,53
"sponge",261,493,127
"sponged",9,22,10
"sponger",3,7,2
"spongers",2,8,2
"sponges",54,121,31
"sponging",12,44,8
"spongy",11,66,24
"sponsor",268,733,56
"sponsored",95,1593,110
"sponsors",94,790,63
"spoof",9,62,4
"spoofed",1,0,0
"spoofing",0,4,3
"spoofs",0,4,1
"spook",128,37,11
"spooked",100,29,10
"spooks",60,20,16
"spooky",168,131,24
"spool",19,55,56
"spools",8,23,12
"spoon",342,829,229
"spooned",7,62,10
"spooner",0,60,7
"spoonful",30,122,53
"spoonfuls",5,45,23
"spooning",16,42,14
"spoons",98,184,76
"spoor",7,24,13
"spoors",0,0,0
"spore",7,27,6
"spores",22,171,27
"sporran",2,12,2
"sport",939,4548,573
"sported",1,153,25
"sportier",0,10,0
"sporting",145,1510,183
"sportive",3,7,7
"sports",1165,4416,600
"sportsman",29,201,39
"sportsmen",12,274,46
"sporty",21,81,11
"spot",2972,4869,887
"spotless",55,127,38
"spotlight",137,417,42
"spotlights",8,100,21
"spots",503,1289,275
"spotted",500,1644,235
"spotter",38,37,3
"spotters",6,35,5
"spotting",32,249,44
"spotty",21,113,30
"spouse",96,633,50
"spouses",29,235,22
"spout",50,130,32
"spouted",3,28,10
"spouting",31,43,16
"spouts",3,35,8
"sprain",38,35,7
"sprained",77,61,15
"spraining",0,4,0
"sprains",8,23,10
"sprang",38,657,224
"sprat",2,30,7
"sprats",0,11,19
"sprawl",6,103,46
"sprawled",12,268,70
"sprawling",7,245,73
"sprawls",1,12,6
"spray",459,1009,197
"sprayed",89,339,65
"sprayer",6,48,2
"sprayers",0,16,4
"spraying",58,308,57
"sprays",19,218,66
"spread",1274,6324,1525
"spreader",33,29,2
"spreaders",2,15,1
"spreading",327,1400,304
"spreads",112,477,97
"spree",98,189,29
"sprees",6,15,3
"sprig",12,62,33
"sprigged",0,19,6
"sprightly",7,79,18
"sprigs",3,80,15
"spring",1345,5983,1254
"springboard",4,152,21
"springboards",1,6,1
"springbok",1,76,24
"springboks",0,100,13
"springing",40,252,98
"springs",106,944,182
"springtime",60,110,29
"springy",5,100,38
"sprinkle",58,318,114
"sprinkled",24,197,70
"sprinkler",40,92,5
"sprinklers",46,49,13
"sprinkles",39,6,3
"sprinkling",18,176,63
"sprint",34,358,39
"sprinted",0,99,15
"sprinter",5,167,7
"sprinters",5,69,6
"sprinting",9,94,15
"sprints",20,29,6
"sprit",1,5,7
"sprite",9,43,6
"sprites",3,38,4
"sprits",2,0,5
"spritsail",1,7,1
"sprocket",10,16,0
"sprockets",9,4,3
"sprout",37,146,41
"sprouted",13,90,40
"sprouting",13,140,45
"sprouts",83,201,31
"spruce",48,288,42
"spruced",8,15,0
"spruces",0,5,2
"sprucing",13,12,0
"sprung",126,366,112
"spry",30,38,16
"spryly",0,2,1
"spud",30,35,4
"spuds",13,69,29
"spun",81,695,145
"spunk",54,84,3
"spunky",24,15,1
"spur",66,482,92
"spurious",5,273,56
"spurn",9,47,4
"spurned",11,110,30
"spurning",1,16,6
"spurns",2,15,4
"spurred",15,290,45
"spurring",3,29,2
"spurs",85,752,47
"spurt",19,117,41
"spurted",1,61,25
"spurting",10,47,15
"spurts",7,42,26
"sputnik",2,39,15
"sputniks",0,5,3
"sputter",6,9,1
"sputtered",0,12,10
"sputum",12,70,6
"spy",917,730,151
"spyglass",11,14,2
"spying",258,238,44
"squab",15,10,1
"squabble",23,78,16
"squabbled",0,20,5
"squabbles",8,81,14
"squabbling",15,117,18
"squabs",4,0,1
"squad",879,2548,167
"squadron",163,1266,72
"squadrons",27,191,32
"squads",90,322,39
"squalid",15,157,54
"squall",19,64,7
"squalled",1,1,0
"squalling",6,13,8
"squalls",2,51,6
"squally",1,13,1
"squalor",14,192,54
"squander",29,47,16
"squandered",29,124,25
"squanders",1,8,1
"square",1176,7075,1652
"squared",114,721,195
"squarely",34,262,84
"squareness",0,7,17
"squarer",0,19,6
"squares",100,933,136
"squaring",9,76,10
"squash",201,626,153
"squashed",47,258,60
"squashes",1,14,8
"squashing",15,46,15
"squashy",2,21,5
"squat",146,401,104
"squats",12,61,15
"squatted",4,208,80
"squatter",12,55,34
"squatters",21,144,62
"squatting",38,234,106
"squaw",58,19,12
"squawk",64,52,8
"squawked",5,41,10
"squawking",62,53,17
"squawks",26,16,9
"squaws",19,3,13
"squeak",74,195,48
"squeaked",9,107,20
"squeaking",71,70,36
"squeaks",41,73,13
"squeaky",71,97,25
"squeal",119,125,31
"squealed",27,118,25
"squealer",30,3,63
"squealers",5,4,1
"squealing",107,117,41
"squeals",61,49,13
"squeamish",44,66,22
"squeegee",10,16,1
"squeegees",0,4,1
"squeeze",634,1017,230
"squeezed",114,1014,220
"squeezer",6,11,1
"squeezes",28,59,25
"squeezing",98,348,109
"squelch",11,21,1
"squelching",3,39,12
"squib",8,29,2
"squibs",14,10,2
"squid",112,155,46
"squidgy",0,73,0
"squids",5,19,6
"squiffy",2,9,3
"squiggle",2,9,2
"squiggles",4,32,5
"squint",49,94,22
"squinted",4,157,55
"squinting",12,108,48
"squints",4,16,7
"squinty",6,4,6
"squire",61,326,63
"squired",2,3,5
"squires",5,161,22
"squirm",42,61,24
"squirmed",2,113,25
"squirming",34,80,37
"squirms",2,13,3
"squirrel",240,237,63
"squirrels",91,159,47
"squirt",120,101,27
"squirted",15,55,20
"squirting",23,29,13
"squirts",34,37,10
"stab",389,428,57
"stabbed",461,739,75
"stabbers",1,3,0
"stabbing",104,279,37
"stable",648,3414,462
"stabled",4,77,5
"stables",142,616,81
"stabling",0,40,6
"stably",1,20,1
"stabs",23,56,8
"stack",279,708,159
"stacked",100,498,135
"stacking",41,162,29
"stacks",86,291,96
"stadia",0,63,4
"stadium",185,957,68
"stadiums",10,58,19
"staff",1457,22723,2090
"staffed",9,359,55
"staffing",13,780,32
"staffs",6,230,65
"stag",72,308,64
"stage",2193,16565,2528
"stagecoach",42,78,3
"staged",111,956,105
"stager",0,55,2
"stagers",0,6,3
"stages",145,4151,505
"stagestruck",2,7,2
"stagger",27,137,37
"staggered",25,643,140
"staggers",12,44,11
"staging",97,539,51
"stagings",0,8,1
"stagnant",12,226,38
"stagnate",4,40,12
"stags",4,108,35
"stagy",2,6,1
"staid",2,82,30
"stain",307,504,128
"stained",71,1017,170
"staining",13,548,21
"stainless",31,309,41
"stains",197,319,123
"stair",67,369,50
"staircase",89,922,222
"stairs",1167,3647,805
"stairway",68,197,42
"stairways",4,50,6
"stairwell",105,115,11
"stairwells",15,10,0
"stake",819,2125,247
"staked",71,106,20
"stakes",233,972,149
"staking",40,68,10
"stale",134,408,125
"staled",0,4,5
"stalemate",21,192,26
"stalemates",0,5,0
"staleness",1,18,8
"staler",1,4,1
"stales",0,3,0
"staling",0,3,0
"stalk",81,232,97
"stalked",77,212,70
"stalker",155,68,4
"stalkers",16,20,0
"stalking",256,193,51
"stalks",46,257,94
"stall",372,857,129
"stalled",78,182,35
"stalling",178,124,24
"stallion",110,232,24
"stallions",15,86,8
"stalls",49,706,146
"stalwart",20,153,24
"stalwarts",0,92,8
"stamens",1,36,13
"stammer",13,82,19
"stammered",6,143,35
"stammers",9,9,3
"stamp",275,1436,243
"stamped",72,737,165
"stampede",54,63,28
"stamping",25,295,63
"stamps",255,688,159
"stance",93,1745,241
"stances",5,125,27
"stanch",1,1,4
"stanched",0,0,0
"stanchion",2,27,4
"stanchions",0,23,3
"stand",9252,11065,2462
"standard",738,12750,1247
"standards",348,9644,1196
"standby",116,317,21
"standbys",5,14,2
"standing",3712,10172,2288
"standpipe",4,8,2
"standpipes",0,7,4
"standpoint",68,307,58
"standpoints",1,35,2
"stands",1039,3618,760
"standstill",25,263,60
"stank",38,98,36
"stanza",2,131,14
"stanzas",4,64,6
"staple",50,348,73
"stapled",24,34,5
"stapler",41,13,0
"staplers",2,6,0
"staples",19,195,20
"stapling",8,22,2
"star",3118,6637,952
"starboard",268,181,44
"starch",63,135,94
"starched",13,91,55
"starches",3,18,33
"starchy",10,44,20
"stardom",29,133,19
"stardust",15,78,6
"stare",483,1181,322
"stared",122,4630,1025
"stares",66,220,147
"starfish",23,99,16
"staring",1158,2911,819
"stark",49,866,137
"starker",0,16,4
"starkers",4,11,1
"starkest",0,13,5
"starkly",1,143,14
"starless",2,14,1
"starlet",26,44,18
"starlets",7,20,6
"starlight",33,78,13
"starling",2,55,12
"starlings",4,128,15
"starlit",6,21,6
"starred",35,218,20
"starring",113,451,37
"starry",31,79,30
"stars",1884,4003,926
"start",15866,23726,3841
"started",9440,17477,3630
"starter",132,454,71
"starters",182,227,34
"starting",3233,6415,936
"startle",59,67,32
"startled",117,931,310
"startles",4,6,5
"startling",64,671,185
"starts",2235,4079,541
"starve",299,275,120
"starved",227,345,95
"starveling",0,14,5
"starvelings",0,3,0
"starves",6,9,5
"starving",829,649,144
"stash",244,37,8
"stashed",137,59,15
"stashing",9,6,0
"state",3976,39112,5299
"statecraft",1,14,5
"stated",182,5170,578
"statehood",16,73,12
"stateless",5,41,10
"stately",23,383,80
"statement",1483,9854,1134
"statements",272,4136,477
"stateroom",38,20,2
"staterooms",3,16,3
"states",545,18010,3326
"stateside",47,51,9
"statesman",30,290,85
"statesmen",12,161,51
"static",199,1211,214
"statics",0,8,4
"stating",87,1010,115
"station",3606,10169,1658
"stationed",164,550,115
"stationer",0,38,2
"stationers",0,67,6
"stations",622,3704,435
"statue",434,932,273
"statues",96,493,134
"stature",84,407,104
"status",687,8656,1310
"statute",87,1557,60
"statutes",28,631,37
"staunch",17,234,29
"staunchest",2,22,4
"staunching",1,10,1
"staunchly",5,69,10
"staunchness",0,4,3
"stave",17,158,33
"staves",5,83,21
"stay",20425,12516,2792
"stayed",1640,4355,1005
"stayer",2,20,2
"stayers",0,13,1
"staying",2936,2922,563
"stays",955,952,191
"stead",44,290,53
"steadfast",22,54,18
"steadied",0,153,25
"steadier",6,26,9
"steadies",5,7,4
"steady",741,2898,708
"steak",742,481,146
"steaks",184,175,63
"steal",2600,909,224
"stealing",1132,940,200
"steals",214,119,27
"stealth",80,170,26
"stealthy",14,49,24
"steam",606,2864,324
"steamboat",22,24,6
"steamboats",3,10,1
"steamed",93,231,60
"steamer",45,212,129
"steamers",8,85,18
"steaming",98,416,121
"steams",7,34,3
"steamship",19,55,7
"steamships",2,23,1
"steamy",41,119,40
"steed",50,159,20
"steeds",5,35,1
"steel",790,4090,782
"steeled",4,56,5
"steeling",3,33,2
"steels",5,45,5
"steelworks",3,91,18
"steely",8,150,25
"steep",122,1609,335
"steeped",15,146,20
"steepen",0,7,4
"steepened",0,16,0
"steepens",0,10,1
"steeper",7,168,30
"steepest",3,56,7
"steeping",0,14,2
"steeple",21,108,29
"steeples",4,12,12
"steeply",0,340,76
"steepness",0,30,9
"steeps",0,1,1
"steer",260,566,89
"steerage",7,33,3
"steered",36,328,55
"steering",197,1092,131
"steers",44,112,22
"steersman",0,29,0
"stein",9,310,788
"steins",6,12,10
"stelae",0,4,1
"stele",2,14,1
"stellar",36,102,16
"stem",112,1270,226
"stemmed",3,338,60
"stemming",11,237,45
"stems",49,1009,217
"stench",101,290,76
"stenches",0,5,2
"stencil",9,80,3
"stencilled",0,62,20
"stencilling",1,17,0
"stencils",7,26,0
"step",4533,8826,1427
"stepchild",6,6,0
"steph",0,18,11
"steppe",3,46,10
"stepped",638,2990,595
"steppes",3,64,11
"stepping",328,1096,150
"steps",1201,6936,1248
"stepsons",0,14,1
"sterile",100,392,121
"sterling",49,1724,135
"stern",140,790,211
